sale_id,date,store_id,store_name,product_id,product_name,category,quantity,unit_price,unit_cost,total_revenue,total_cost,profit
SALE00816,2023-02-04,S004,Eastpark,P013,Protein Bar,Food,8,2.99,1.21,23.92,9.68,14.24
SALE00817,2023-08-15,S003,Northgate,P012,Lamp,Home,5,34.99,17.53,174.95,87.65,87.3
SALE00818,2023-05-21,S001,Downtown,P014,Coffee Beans,Food,10,14.99,6.59,149.9,65.9,84.0
SALE00819,2023-01-29,S001,Downtown,P001,Laptop,Electronics,6,899.99,475.09,5399.94,2850.54,2549.4
SALE00820,2023-09-17,S002,Westside,P006,Jeans,Clothing,2,49.99,26.76,99.98,53.52,46.46
SALE00821,2023-06-08,S003,Northgate,P010,Blender,Home,8,39.99,16.23,319.92,129.84,190.08
SALE00822,2023-08-20,S001,Downtown,P007,Jacket,Clothing,1,89.99,52.05,89.99,52.05,37.94
SALE00823,2023-01-30,S003,Northgate,P008,Sneakers,Clothing,6,69.99,29.21,419.94,175.26,244.68
SALE00824,2023-05-27,S005,Southmall,P006,Jeans,Clothing,2,49.99,26.76,99.98,53.52,46.46
SALE00825,2023-11-27,S004,Eastpark,P001,Laptop,Electronics,2,899.99,475.09,1799.98,950.18,849.8
SALE00826,2023-11-11,S002,Westside,P003,Smartwatch,Electronics,10,199.99,91.0,1999.9,910.0,1089.9
SALE00827,2023-09-17,S004,Eastpark,P013,Protein Bar,Food,7,2.99,1.21,20.93,8.47,12.46
SALE00828,2023-08-25,S003,Northgate,P003,Smartwatch,Electronics,10,199.99,91.0,1999.9,910.0,1089.9
SALE00829,2023-10-11,S003,Northgate,P013,Protein Bar,Food,1,2.99,1.21,2.99,1.21,1.78
SALE00830,2023-08-19,S001,Downtown,P009,Coffee Maker,Home,10,59.99,29.06,599.9,290.6,309.3
SALE00831,2023-11-30,S003,Northgate,P006,Jeans,Clothing,4,49.99,26.76,199.96,107.04,92.92
SALE00832,2023-06-14,S001,Downtown,P005,T-Shirt,Clothing,10,19.99,10.94,199.9,109.4,90.5
SALE00833,2023-09-01,S004,Eastpark,P004,Tablet,Electronics,9,449.99,200.08,4049.91,1800.72,2249.19
SALE00834,2023-03-19,S005,Southmall,P003,Smartwatch,Electronics,1,199.99,91.0,199.99,91.0,108.99
SALE00835,2023-08-19,S001,Downtown,P001,Laptop,Electronics,2,899.99,475.09,1799.98,950.18,849.8
SALE00836,2023-06-25,S003,Northgate,P008,Sneakers,Clothing,2,69.99,29.21,139.98,58.42,81.56
SALE00837,2023-09-16,S003,Northgate,P004,Tablet,Electronics,3,449.99,200.08,1349.97,600.24,749.73
SALE00838,2023-01-21,S004,Eastpark,P012,Lamp,Home,4,34.99,17.53,139.96,70.12,69.84
SALE00839,2023-12-29,S003,Northgate,P007,Jacket,Clothing,8,89.99,52.05,719.92,416.4,303.52
SALE00840,2023-08-13,S004,Eastpark,P005,T-Shirt,Clothing,9,19.99,10.94,179.91,98.46,81.45
SALE00841,2023-09-25,S001,Downtown,P012,Lamp,Home,10,34.99,17.53,349.9,175.3,174.6
SALE00842,2023-03-23,S002,Westside,P008,Sneakers,Clothing,6,69.99,29.21,419.94,175.26,244.68
SALE00843,2023-07-10,S002,Westside,P009,Coffee Maker,Home,5,59.99,29.06,299.95,145.3,154.65
SALE00844,2023-07-18,S005,Southmall,P007,Jacket,Clothing,7,89.99,52.05,629.93,364.35,265.58
SALE00845,2023-06-23,S005,Southmall,P001,Laptop,Electronics,10,899.99,475.09,8999.9,4750.9,4249.0
SALE00846,2023-01-27,S005,Southmall,P005,T-Shirt,Clothing,6,19.99,10.94,119.94,65.64,54.3
SALE00847,2023-02-03,S004,Eastpark,P005,T-Shirt,Clothing,6,19.99,10.94,119.94,65.64,54.3
SALE00848,2023-02-18,S004,Eastpark,P013,Protein Bar,Food,9,2.99,1.21,26.91,10.89,16.02
SALE00849,2023-12-14,S003,Northgate,P009,Coffee Maker,Home,7,59.99,29.06,419.93,203.42,216.51
SALE00850,2023-05-26,S004,Eastpark,P005,T-Shirt,Clothing,5,19.99,10.94,99.95,54.7,45.25
SALE00851,2023-12-03,S003,Northgate,P006,Jeans,Clothing,10,49.99,26.76,499.9,267.6,232.3
SALE00852,2023-03-18,S002,Westside,P008,Sneakers,Clothing,6,69.99,29.21,419.94,175.26,244.68
SALE00853,2023-02-11,S001,Downtown,P004,Tablet,Electronics,10,449.99,200.08,4499.9,2000.8,2499.1
SALE00854,2023-12-06,S003,Northgate,P011,Vacuum,Home,3,129.99,57.68,389.97,173.04,216.93
SALE00855,2023-06-29,S005,Southmall,P013,Protein Bar,Food,5,2.99,1.21,14.95,6.05,8.9
SALE00856,2023-12-02,S003,Northgate,P002,Headphones,Electronics,7,79.99,32.4,559.93,226.8,333.13
SALE00857,2023-03-08,S003,Northgate,P014,Coffee Beans,Food,10,14.99,6.59,149.9,65.9,84.0
SALE00858,2023-12-29,S004,Eastpark,P008,Sneakers,Clothing,2,69.99,29.21,139.98,58.42,81.56
SALE00859,2023-06-08,S004,Eastpark,P005,T-Shirt,Clothing,9,19.99,10.94,179.91,98.46,81.45
SALE00860,2023-07-12,S005,Southmall,P014,Coffee Beans,Food,6,14.99,6.59,89.94,39.54,50.4
SALE00861,2023-03-07,S004,Eastpark,P008,Sneakers,Clothing,9,69.99,29.21,629.91,262.89,367.02
SALE00862,2023-02-17,S004,Eastpark,P006,Jeans,Clothing,7,49.99,26.76,349.93,187.32,162.61
SALE00863,2023-09-18,S005,Southmall,P010,Blender,Home,6,39.99,16.23,239.94,97.38,142.56
SALE00864,2023-01-10,S005,Southmall,P009,Coffee Maker,Home,6,59.99,29.06,359.94,174.36,185.58
SALE00865,2023-06-08,S002,Westside,P007,Jacket,Clothing,3,89.99,52.05,269.97,156.15,113.82
SALE00866,2023-04-20,S003,Northgate,P004,Tablet,Electronics,6,449.99,200.08,2699.94,1200.48,1499.46
SALE00867,2023-09-06,S003,Northgate,P016,Granola,Food,4,6.99,3.56,27.96,14.24,13.72
SALE00868,2023-04-26,S001,Downtown,P011,Vacuum,Home,3,129.99,57.68,389.97,173.04,216.93
SALE00869,2023-03-21,S002,Westside,P013,Protein Bar,Food,2,2.99,1.21,5.98,2.42,3.56
SALE00870,2023-06-01,S003,Northgate,P016,Granola,Food,2,6.99,3.56,13.98,7.12,6.86
SALE00871,2023-09-17,S005,Southmall,P004,Tablet,Electronics,9,449.99,200.08,4049.91,1800.72,2249.19
SALE00872,2023-09-27,S001,Downtown,P011,Vacuum,Home,1,129.99,57.68,129.99,57.68,72.31
SALE00873,2023-12-05,S005,Southmall,P003,Smartwatch,Electronics,6,199.99,91.0,1199.94,546.0,653.94
SALE00874,2023-11-13,S002,Westside,P001,Laptop,Electronics,3,899.99,475.09,2699.97,1425.27,1274.7
SALE00875,2023-11-02,S001,Downtown,P013,Protein Bar,Food,7,2.99,1.21,20.93,8.47,12.46
SALE00876,2023-03-20,S004,Eastpark,P005,T-Shirt,Clothing,3,19.99,10.94,59.97,32.82,27.15
SALE00877,2023-04-03,S001,Downtown,P004,Tablet,Electronics,10,449.99,200.08,4499.9,2000.8,2499.1
SALE00878,2023-03-26,S001,Downtown,P005,T-Shirt,Clothing,8,19.99,10.94,159.92,87.52,72.4
SALE00879,2023-01-23,S004,Eastpark,P010,Blender,Home,7,39.99,16.23,279.93,113.61,166.32
SALE00880,2023-07-06,S002,Westside,P008,Sneakers,Clothing,4,69.99,29.21,279.96,116.84,163.12
SALE00881,2023-08-16,S002,Westside,P010,Blender,Home,10,39.99,16.23,399.9,162.3,237.6
SALE00882,2023-05-26,S001,Downtown,P015,Olive Oil,Food,8,9.99,5.29,79.92,42.32,37.6
SALE00883,2023-04-30,S002,Westside,P001,Laptop,Electronics,9,899.99,475.09,8099.91,4275.81,3824.1
SALE00884,2023-05-03,S004,Eastpark,P013,Protein Bar,Food,5,2.99,1.21,14.95,6.05,8.9
SALE00885,2023-08-29,S005,Southmall,P008,Sneakers,Clothing,4,69.99,29.21,279.96,116.84,163.12
SALE00886,2023-07-08,S003,Northgate,P003,Smartwatch,Electronics,10,199.99,91.0,1999.9,910.0,1089.9
SALE00887,2023-08-14,S005,Southmall,P005,T-Shirt,Clothing,8,19.99,10.94,159.92,87.52,72.4
SALE00888,2023-05-25,S001,Downtown,P011,Vacuum,Home,7,129.99,57.68,909.93,403.76,506.17
SALE00889,2023-09-15,S002,Westside,P014,Coffee Beans,Food,9,14.99,6.59,134.91,59.31,75.6
SALE00890,2023-08-03,S005,Southmall,P006,Jeans,Clothing,3,49.99,26.76,149.97,80.28,69.69
SALE00891,2023-04-13,S004,Eastpark,P012,Lamp,Home,10,34.99,17.53,349.9,175.3,174.6
SALE00892,2023-03-12,S004,Eastpark,P005,T-Shirt,Clothing,5,19.99,10.94,99.95,54.7,45.25
SALE00893,2023-01-27,S004,Eastpark,P001,Laptop,Electronics,8,899.99,475.09,7199.92,3800.72,3399.2
SALE00894,2023-07-10,S001,Downtown,P015,Olive Oil,Food,9,9.99,5.29,89.91,47.61,42.3
SALE00895,2023-02-22,S004,Eastpark,P013,Protein Bar,Food,9,2.99,1.21,26.91,10.89,16.02
SALE00896,2023-03-05,S005,Southmall,P004,Tablet,Electronics,5,449.99,200.08,2249.95,1000.4,1249.55
SALE00897,2023-02-12,S004,Eastpark,P008,Sneakers,Clothing,3,69.99,29.21,209.97,87.63,122.34
SALE00898,2023-05-20,S005,Southmall,P014,Coffee Beans,Food,8,14.99,6.59,119.92,52.72,67.2
SALE00899,2023-09-20,S002,Westside,P016,Granola,Food,3,6.99,3.56,20.97,10.68,10.29
SALE00900,2023-08-12,S003,Northgate,P015,Olive Oil,Food,2,9.99,5.29,19.98,10.58,9.4
SALE00901,2023-04-24,S003,Northgate,P007,Jacket,Clothing,8,89.99,52.05,719.92,416.4,303.52
SALE00902,2023-06-28,S003,Northgate,P011,Vacuum,Home,1,129.99,57.68,129.99,57.68,72.31
SALE00903,2023-08-01,S003,Northgate,P009,Coffee Maker,Home,1,59.99,29.06,59.99,29.06,30.93
SALE00904,2023-07-22,S005,Southmall,P016,Granola,Food,9,6.99,3.56,62.91,32.04,30.87
SALE00905,2023-07-11,S005,Southmall,P014,Coffee Beans,Food,4,14.99,6.59,59.96,26.36,33.6
SALE00906,2023-07-17,S001,Downtown,P001,Laptop,Electronics,2,899.99,475.09,1799.98,950.18,849.8
SALE00907,2023-07-11,S002,Westside,P013,Protein Bar,Food,4,2.99,1.21,11.96,4.84,7.12
SALE00908,2023-01-15,S002,Westside,P010,Blender,Home,6,39.99,16.23,239.94,97.38,142.56
SALE00909,2023-02-20,S001,Downtown,P004,Tablet,Electronics,6,449.99,200.08,2699.94,1200.48,1499.46
SALE00910,2023-03-16,S001,Downtown,P007,Jacket,Clothing,3,89.99,52.05,269.97,156.15,113.82
SALE00911,2023-01-20,S005,Southmall,P016,Granola,Food,5,6.99,3.56,34.95,17.8,17.15
SALE00912,2023-08-30,S004,Eastpark,P007,Jacket,Clothing,3,89.99,52.05,269.97,156.15,113.82
SALE00913,2023-12-28,S001,Downtown,P007,Jacket,Clothing,8,89.99,52.05,719.92,416.4,303.52
SALE00914,2023-08-18,S001,Downtown,P002,Headphones,Electronics,10,79.99,32.4,799.9,324.0,475.9
SALE00915,2023-01-03,S002,Westside,P010,Blender,Home,2,39.99,16.23,79.98,32.46,47.52
SALE00916,2023-01-10,S005,Southmall,P003,Smartwatch,Electronics,5,199.99,91.0,999.95,455.0,544.95
SALE00917,2023-04-21,S001,Downtown,P012,Lamp,Home,3,34.99,17.53,104.97,52.59,52.38
SALE00918,2023-10-08,S003,Northgate,P001,Laptop,Electronics,10,899.99,475.09,8999.9,4750.9,4249.0
SALE00919,2023-09-28,S003,Northgate,P012,Lamp,Home,7,34.99,17.53,244.93,122.71,122.22
SALE00920,2023-02-26,S002,Westside,P011,Vacuum,Home,5,129.99,57.68,649.95,288.4,361.55
SALE00921,2023-05-02,S004,Eastpark,P013,Protein Bar,Food,5,2.99,1.21,14.95,6.05,8.9
SALE00922,2023-03-04,S003,Northgate,P016,Granola,Food,1,6.99,3.56,6.99,3.56,3.43
SALE00923,2023-05-03,S004,Eastpark,P006,Jeans,Clothing,7,49.99,26.76,349.93,187.32,162.61
SALE00924,2023-11-24,S005,Southmall,P005,T-Shirt,Clothing,10,19.99,10.94,199.9,109.4,90.5
SALE00925,2023-08-23,S004,Eastpark,P003,Smartwatch,Electronics,2,199.99,91.0,399.98,182.0,217.98
SALE00926,2023-02-26,S001,Downtown,P003,Smartwatch,Electronics,8,199.99,91.0,1599.92,728.0,871.92
SALE00927,2023-11-02,S005,Southmall,P010,Blender,Home,9,39.99,16.23,359.91,146.07,213.84
SALE00928,2023-01-09,S001,Downtown,P010,Blender,Home,9,39.99,16.23,359.91,146.07,213.84
SALE00929,2023-10-22,S003,Northgate,P016,Granola,Food,4,6.99,3.56,27.96,14.24,13.72
SALE00930,2023-03-15,S003,Northgate,P014,Coffee Beans,Food,5,14.99,6.59,74.95,32.95,42.0
SALE00931,2023-08-08,S004,Eastpark,P007,Jacket,Clothing,1,89.99,52.05,89.99,52.05,37.94
SALE00932,2023-11-11,S003,Northgate,P010,Blender,Home,6,39.99,16.23,239.94,97.38,142.56
SALE00933,2023-05-04,S004,Eastpark,P015,Olive Oil,Food,10,9.99,5.29,99.9,52.9,47.0
SALE00934,2023-08-02,S004,Eastpark,P009,Coffee Maker,Home,3,59.99,29.06,179.97,87.18,92.79
SALE00935,2023-12-07,S004,Eastpark,P009,Coffee Maker,Home,2,59.99,29.06,119.98,58.12,61.86
SALE00936,2023-09-26,S005,Southmall,P016,Granola,Food,6,6.99,3.56,41.94,21.36,20.58
SALE00937,2023-02-04,S005,Southmall,P014,Coffee Beans,Food,9,14.99,6.59,134.91,59.31,75.6
SALE00938,2023-10-06,S002,Westside,P007,Jacket,Clothing,9,89.99,52.05,809.91,468.45,341.46
SALE00939,2023-09-17,S001,Downtown,P009,Coffee Maker,Home,9,59.99,29.06,539.91,261.54,278.37
SALE00940,2023-01-11,S004,Eastpark,P013,Protein Bar,Food,7,2.99,1.21,20.93,8.47,12.46
SALE00941,2023-08-29,S002,Westside,P002,Headphones,Electronics,1,79.99,32.4,79.99,32.4,47.59
SALE00942,2023-11-22,S002,Westside,P002,Headphones,Electronics,7,79.99,32.4,559.93,226.8,333.13
SALE00943,2023-07-11,S003,Northgate,P002,Headphones,Electronics,5,79.99,32.4,399.95,162.0,237.95
SALE00944,2023-01-09,S004,Eastpark,P001,Laptop,Electronics,6,899.99,475.09,5399.94,2850.54,2549.4
SALE00945,2023-02-04,S003,Northgate,P015,Olive Oil,Food,6,9.99,5.29,59.94,31.74,28.2
SALE00946,2023-05-04,S002,Westside,P015,Olive Oil,Food,2,9.99,5.29,19.98,10.58,9.4
SALE00947,2023-10-25,S004,Eastpark,P009,Coffee Maker,Home,6,59.99,29.06,359.94,174.36,185.58
SALE00948,2023-03-10,S001,Downtown,P005,T-Shirt,Clothing,1,19.99,10.94,19.99,10.94,9.05
SALE00949,2023-06-30,S002,Westside,P010,Blender,Home,9,39.99,16.23,359.91,146.07,213.84
SALE00950,2023-06-23,S002,Westside,P005,T-Shirt,Clothing,3,19.99,10.94,59.97,32.82,27.15
SALE00951,2023-12-17,S003,Northgate,P004,Tablet,Electronics,8,449.99,200.08,3599.92,1600.64,1999.28
SALE00952,2023-12-23,S003,Northgate,P007,Jacket,Clothing,8,89.99,52.05,719.92,416.4,303.52
SALE00953,2023-11-20,S004,Eastpark,P016,Granola,Food,3,6.99,3.56,20.97,10.68,10.29
SALE00954,2023-03-11,S002,Westside,P008,Sneakers,Clothing,2,69.99,29.21,139.98,58.42,81.56
SALE00955,2023-08-23,S003,Northgate,P016,Granola,Food,1,6.99,3.56,6.99,3.56,3.43
SALE00956,2023-05-31,S005,Southmall,P002,Headphones,Electronics,4,79.99,32.4,319.96,129.6,190.36
SALE00957,2023-01-23,S002,Westside,P013,Protein Bar,Food,4,2.99,1.21,11.96,4.84,7.12
SALE00958,2023-01-22,S005,Southmall,P001,Laptop,Electronics,6,899.99,475.09,5399.94,2850.54,2549.4
SALE00959,2023-06-08,S004,Eastpark,P011,Vacuum,Home,9,129.99,57.68,1169.91,519.12,650.79
SALE00960,2023-07-23,S001,Downtown,P009,Coffee Maker,Home,9,59.99,29.06,539.91,261.54,278.37
SALE00961,2023-08-31,S004,Eastpark,P006,Jeans,Clothing,5,49.99,26.76,249.95,133.8,116.15
SALE00962,2023-01-19,S001,Downtown,P010,Blender,Home,4,39.99,16.23,159.96,64.92,95.04
SALE00963,2023-05-27,S003,Northgate,P008,Sneakers,Clothing,6,69.99,29.21,419.94,175.26,244.68
SALE00964,2023-01-25,S001,Downtown,P003,Smartwatch,Electronics,6,199.99,91.0,1199.94,546.0,653.94
SALE00965,2023-05-20,S005,Southmall,P011,Vacuum,Home,2,129.99,57.68,259.98,115.36,144.62
SALE00966,2023-07-08,S002,Westside,P015,Olive Oil,Food,7,9.99,5.29,69.93,37.03,32.9
SALE00967,2023-07-24,S003,Northgate,P012,Lamp,Home,8,34.99,17.53,279.92,140.24,139.68
SALE00968,2023-07-17,S001,Downtown,P010,Blender,Home,6,39.99,16.23,239.94,97.38,142.56
SALE00969,2023-04-06,S001,Downtown,P010,Blender,Home,8,39.99,16.23,319.92,129.84,190.08
SALE00970,2023-12-21,S004,Eastpark,P013,Protein Bar,Food,8,2.99,1.21,23.92,9.68,14.24
SALE00971,2023-07-08,S004,Eastpark,P011,Vacuum,Home,9,129.99,57.68,1169.91,519.12,650.79
SALE00972,2023-05-17,S005,Southmall,P009,Coffee Maker,Home,2,59.99,29.06,119.98,58.12,61.86
SALE00973,2023-08-06,S003,Northgate,P005,T-Shirt,Clothing,2,19.99,10.94,39.98,21.88,18.1
SALE00974,2023-08-09,S002,Westside,P007,Jacket,Clothing,10,89.99,52.05,899.9,520.5,379.4
SALE00975,2023-04-03,S002,Westside,P007,Jacket,Clothing,9,89.99,52.05,809.91,468.45,341.46
SALE00976,2023-05-31,S004,Eastpark,P011,Vacuum,Home,6,129.99,57.68,779.94,346.08,433.86
SALE00977,2023-02-22,S005,Southmall,P003,Smartwatch,Electronics,2,199.99,91.0,399.98,182.0,217.98
SALE00978,2023-06-17,S004,Eastpark,P010,Blender,Home,5,39.99,16.23,199.95,81.15,118.8
SALE00979,2023-06-06,S004,Eastpark,P009,Coffee Maker,Home,8,59.99,29.06,479.92,232.48,247.44
SALE00980,2023-11-05,S003,Northgate,P008,Sneakers,Clothing,7,69.99,29.21,489.93,204.47,285.46
SALE00981,2023-03-27,S004,Eastpark,P006,Jeans,Clothing,8,49.99,26.76,399.92,214.08,185.84
SALE00982,2023-06-29,S003,Northgate,P007,Jacket,Clothing,8,89.99,52.05,719.92,416.4,303.52
SALE00983,2023-01-22,S002,Westside,P015,Olive Oil,Food,6,9.99,5.29,59.94,31.74,28.2
SALE00984,2023-11-11,S003,Northgate,P010,Blender,Home,7,39.99,16.23,279.93,113.61,166.32
SALE00985,2023-05-21,S001,Downtown,P003,Smartwatch,Electronics,1,199.99,91.0,199.99,91.0,108.99
SALE00986,2023-02-08,S003,Northgate,P006,Jeans,Clothing,7,49.99,26.76,349.93,187.32,162.61
SALE00987,2023-07-06,S001,Downtown,P001,Laptop,Electronics,9,899.99,475.09,8099.91,4275.81,3824.1
SALE00988,2023-12-14,S001,Downtown,P007,Jacket,Clothing,3,89.99,52.05,269.97,156.15,113.82
SALE00989,2023-01-16,S003,Northgate,P003,Smartwatch,Electronics,3,199.99,91.0,599.97,273.0,326.97
SALE00990,2023-11-08,S001,Downtown,P007,Jacket,Clothing,8,89.99,52.05,719.92,416.4,303.52
SALE00991,2023-01-18,S004,Eastpark,P010,Blender,Home,3,39.99,16.23,119.97,48.69,71.28
SALE00992,2023-02-04,S003,Northgate,P011,Vacuum,Home,4,129.99,57.68,519.96,230.72,289.24
SALE00993,2023-11-27,S004,Eastpark,P005,T-Shirt,Clothing,6,19.99,10.94,119.94,65.64,54.3
SALE00994,2023-07-05,S004,Eastpark,P010,Blender,Home,7,39.99,16.23,279.93,113.61,166.32
SALE00995,2023-10-18,S005,Southmall,P002,Headphones,Electronics,1,79.99,32.4,79.99,32.4,47.59
SALE00996,2023-11-06,S004,Eastpark,P003,Smartwatch,Electronics,3,199.99,91.0,599.97,273.0,326.97
SALE00997,2023-12-14,S004,Eastpark,P006,Jeans,Clothing,8,49.99,26.76,399.92,214.08,185.84
SALE00998,2023-07-09,S003,Northgate,P002,Headphones,Electronics,6,79.99,32.4,479.94,194.4,285.54
SALE00999,2023-08-16,S002,Westside,P007,Jacket,Clothing,2,89.99,52.05,179.98,104.1,75.88
SALE01000,2023-10-21,S002,Westside,P013,Protein Bar,Food,3,2.99,1.21,8.97,3.63,5.34
SALE01001,2023-09-29,S001,Downtown,P013,Protein Bar,Food,6,2.99,1.21,17.94,7.26,10.68
SALE01002,2023-07-23,S003,Northgate,P001,Laptop,Electronics,6,899.99,475.09,5399.94,2850.54,2549.4
SALE01003,2023-11-29,S002,Westside,P014,Coffee Beans,Food,5,14.99,6.59,74.95,32.95,42.0
SALE01004,2023-05-08,S005,Southmall,P011,Vacuum,Home,2,129.99,57.68,259.98,115.36,144.62
SALE01005,2023-01-14,S001,Downtown,P008,Sneakers,Clothing,3,69.99,29.21,209.97,87.63,122.34
SALE01006,2023-09-13,S002,Westside,P001,Laptop,Electronics,9,899.99,475.09,8099.91,4275.81,3824.1
SALE01007,2023-07-18,S001,Downtown,P015,Olive Oil,Food,9,9.99,5.29,89.91,47.61,42.3
SALE01008,2023-03-02,S003,Northgate,P007,Jacket,Clothing,5,89.99,52.05,449.95,260.25,189.7
SALE01009,2023-05-14,S005,Southmall,P005,T-Shirt,Clothing,8,19.99,10.94,159.92,87.52,72.4
SALE01010,2023-04-20,S005,Southmall,P004,Tablet,Electronics,10,449.99,200.08,4499.9,2000.8,2499.1
SALE01011,2023-05-27,S001,Downtown,P013,Protein Bar,Food,8,2.99,1.21,23.92,9.68,14.24
SALE01012,2023-04-13,S003,Northgate,P011,Vacuum,Home,2,129.99,57.68,259.98,115.36,144.62
SALE01013,2023-03-11,S005,Southmall,P012,Lamp,Home,2,34.99,17.53,69.98,35.06,34.92
SALE01014,2023-08-20,S005,Southmall,P010,Blender,Home,3,39.99,16.23,119.97,48.69,71.28
SALE01015,2023-08-16,S002,Westside,P004,Tablet,Electronics,2,449.99,200.08,899.98,400.16,499.82
SALE01016,2023-12-16,S001,Downtown,P012,Lamp,Home,6,34.99,17.53,209.94,105.18,104.76
SALE01017,2023-12-08,S004,Eastpark,P013,Protein Bar,Food,6,2.99,1.21,17.94,7.26,10.68
SALE01018,2023-12-30,S002,Westside,P014,Coffee Beans,Food,2,14.99,6.59,29.98,13.18,16.8
SALE01019,2023-10-09,S001,Downtown,P012,Lamp,Home,9,34.99,17.53,314.91,157.77,157.14
SALE01020,2023-05-29,S002,Westside,P003,Smartwatch,Electronics,5,199.99,91.0,999.95,455.0,544.95
SALE01021,2023-03-22,S004,Eastpark,P013,Protein Bar,Food,3,2.99,1.21,8.97,3.63,5.34
SALE01022,2023-07-05,S002,Westside,P011,Vacuum,Home,9,129.99,57.68,1169.91,519.12,650.79
SALE01023,2023-04-25,S002,Westside,P007,Jacket,Clothing,2,89.99,52.05,179.98,104.1,75.88
SALE01024,2023-04-13,S005,Southmall,P004,Tablet,Electronics,3,449.99,200.08,1349.97,600.24,749.73
SALE01025,2023-05-02,S004,Eastpark,P016,Granola,Food,8,6.99,3.56,55.92,28.48,27.44
SALE01026,2023-01-14,S005,Southmall,P013,Protein Bar,Food,6,2.99,1.21,17.94,7.26,10.68
SALE01027,2023-10-11,S004,Eastpark,P005,T-Shirt,Clothing,10,19.99,10.94,199.9,109.4,90.5
SALE01028,2023-07-08,S005,Southmall,P014,Coffee Beans,Food,8,14.99,6.59,119.92,52.72,67.2
SALE01029,2023-10-10,S002,Westside,P001,Laptop,Electronics,3,899.99,475.09,2699.97,1425.27,1274.7
SALE01030,2023-11-10,S003,Northgate,P001,Laptop,Electronics,2,899.99,475.09,1799.98,950.18,849.8
SALE01031,2023-02-03,S005,Southmall,P009,Coffee Maker,Home,5,59.99,29.06,299.95,145.3,154.65
SALE01032,2023-07-23,S003,Northgate,P016,Granola,Food,8,6.99,3.56,55.92,28.48,27.44
SALE01033,2023-09-27,S004,Eastpark,P014,Coffee Beans,Food,7,14.99,6.59,104.93,46.13,58.8
SALE01034,2023-07-29,S002,Westside,P013,Protein Bar,Food,10,2.99,1.21,29.9,12.1,17.8
SALE01035,2023-02-07,S003,Northgate,P012,Lamp,Home,3,34.99,17.53,104.97,52.59,52.38
SALE01036,2023-06-12,S001,Downtown,P005,T-Shirt,Clothing,2,19.99,10.94,39.98,21.88,18.1
SALE01037,2023-08-19,S005,Southmall,P006,Jeans,Clothing,8,49.99,26.76,399.92,214.08,185.84
SALE01038,2023-12-15,S002,Westside,P016,Granola,Food,9,6.99,3.56,62.91,32.04,30.87
SALE01039,2023-06-26,S003,Northgate,P007,Jacket,Clothing,3,89.99,52.05,269.97,156.15,113.82
SALE01040,2023-10-10,S004,Eastpark,P011,Vacuum,Home,10,129.99,57.68,1299.9,576.8,723.1
SALE01041,2023-04-04,S005,Southmall,P013,Protein Bar,Food,3,2.99,1.21,8.97,3.63,5.34
SALE01042,2023-08-10,S002,Westside,P004,Tablet,Electronics,9,449.99,200.08,4049.91,1800.72,2249.19
SALE01043,2023-01-29,S001,Downtown,P015,Olive Oil,Food,2,9.99,5.29,19.98,10.58,9.4
SALE01044,2023-09-23,S001,Downtown,P011,Vacuum,Home,3,129.99,57.68,389.97,173.04,216.93
SALE01045,2023-06-05,S002,Westside,P001,Laptop,Electronics,3,899.99,475.09,2699.97,1425.27,1274.7
SALE01046,2023-03-24,S004,Eastpark,P016,Granola,Food,6,6.99,3.56,41.94,21.36,20.58
SALE01047,2023-12-30,S004,Eastpark,P011,Vacuum,Home,4,129.99,57.68,519.96,230.72,289.24
SALE01048,2023-06-27,S002,Westside,P013,Protein Bar,Food,9,2.99,1.21,26.91,10.89,16.02
SALE01049,2023-05-26,S003,Northgate,P010,Blender,Home,2,39.99,16.23,79.98,32.46,47.52
SALE01050,2023-05-09,S002,Westside,P011,Vacuum,Home,4,129.99,57.68,519.96,230.72,289.24
SALE01051,2023-11-22,S004,Eastpark,P009,Coffee Maker,Home,9,59.99,29.06,539.91,261.54,278.37
SALE01052,2023-05-21,S001,Downtown,P002,Headphones,Electronics,3,79.99,32.4,239.97,97.2,142.77
SALE01053,2023-11-17,S001,Downtown,P002,Headphones,Electronics,5,79.99,32.4,399.95,162.0,237.95
SALE01054,2023-11-11,S005,Southmall,P005,T-Shirt,Clothing,9,19.99,10.94,179.91,98.46,81.45
SALE01055,2023-02-17,S003,Northgate,P010,Blender,Home,9,39.99,16.23,359.91,146.07,213.84
SALE01056,2023-11-25,S004,Eastpark,P014,Coffee Beans,Food,3,14.99,6.59,44.97,19.77,25.2
SALE01057,2023-10-31,S003,Northgate,P014,Coffee Beans,Food,10,14.99,6.59,149.9,65.9,84.0
SALE01058,2023-03-20,S004,Eastpark,P007,Jacket,Clothing,3,89.99,52.05,269.97,156.15,113.82
SALE01059,2023-12-04,S002,Westside,P011,Vacuum,Home,10,129.99,57.68,1299.9,576.8,723.1
SALE01060,2023-11-06,S004,Eastpark,P014,Coffee Beans,Food,6,14.99,6.59,89.94,39.54,50.4
SALE01061,2023-10-16,S001,Downtown,P011,Vacuum,Home,1,129.99,57.68,129.99,57.68,72.31
SALE01062,2023-01-15,S004,Eastpark,P001,Laptop,Electronics,2,899.99,475.09,1799.98,950.18,849.8
